season,tournament,date,home_team,away_team,home_score,away_score,venue,espn_match_id
2023,Rugby World Cup,2023-09-08,France,New Zealand,27,13,Stade de France,596154
2023,Rugby World Cup,2023-09-09,Italy,Namibia,52,8,Stade Geoffroy-Guichard,596155
2023,Rugby World Cup,2023-09-09,Ireland,Romania,82,8,Stade Matmut-Atlantique,596156
2023,Rugby World Cup,2023-09-09,Australia,Georgia,35,15,Stade de France,596157
2023,Rugby World Cup,2023-09-09,England,Argentina,27,10,Orange Velodrome,596158
2023,Rugby World Cup,2023-09-10,Japan,Chile,42,12,Stadium de Toulouse,596159
2023,Rugby World Cup,2023-09-10,South Africa,Scotland,18,3,Orange Velodrome,596160
2023,Rugby World Cup,2023-09-10,Wales,Fiji,32,26,Stade Matmut-Atlantique,596161
2023,Rugby World Cup,2023-09-14,France,Uruguay,27,12,Stade Pierre Mauroy,596162
2023,Rugby World Cup,2023-09-15,New Zealand,Namibia,71,3,Stadium de Toulouse,596163
2023,Rugby World Cup,2023-09-16,Samoa,Chile,43,10,Stade Matmut-Atlantique,596164
2023,Rugby World Cup,2023-09-16,Wales,Portugal,28,8,Allianz Riviera,596165
2023,Rugby World Cup,2023-09-16,Ireland,Tonga,59,16,Stade de la Beaujoire,596166
2023,Rugby World Cup,2023-09-17,South Africa,Romania,76,0,Stade Matmut-Atlantique,596167
2023,Rugby World Cup,2023-09-17,Australia,Fiji,15,22,Stade Geoffroy-Guichard,596168
2023,Rugby World Cup,2023-09-17,England,Japan,34,12,Allianz Riviera,596169
2023,Rugby World Cup,2023-09-20,Italy,Uruguay,38,17,Allianz Riviera,596170
2023,Rugby World Cup,2023-09-21,France,Namibia,96,0,Orange Velodrome,596171
2023,Rugby World Cup,2023-09-22,Argentina,Samoa,19,10,Stade Geoffroy-Guichard,596172
2023,Rugby World Cup,2023-09-23,Georgia,Portugal,18,18,Stadium de Toulouse,596173
2023,Rugby World Cup,2023-09-23,England,Chile,71,0,Stade Pierre Mauroy,596174
2023,Rugby World Cup,2023-09-23,South Africa,Ireland,8,13,Stade de France,596175
2023,Rugby World Cup,2023-09-24,Scotland,Tonga,45,17,Allianz Riviera,596176
2023,Rugby World Cup,2023-09-24,Wales,Australia,40,6,Groupama Stadium,596177
2023,Rugby World Cup,2023-09-27,Uruguay,Namibia,36,26,Groupama Stadium,596178
2023,Rugby World Cup,2023-09-28,Japan,Samoa,28,22,Stadium de Toulouse,596179
2023,Rugby World Cup,2023-09-29,New Zealand,Italy,96,17,Groupama Stadium,596180
2023,Rugby World Cup,2023-09-30,Argentina,Chile,59,5,Stade de la Beaujoire,596181
2023,Rugby World Cup,2023-09-30,Fiji,Georgia,17,12,Stade Matmut-Atlantique,596182
2023,Rugby World Cup,2023-09-30,Scotland,Romania,84,0,Stade Pierre Mauroy,596183
2023,Rugby World Cup,2023-10-01,Australia,Portugal,34,14,Stade Geoffroy-Guichard,596184
2023,Rugby World Cup,2023-10-01,South Africa,Tonga,49,18,Orange Velodrome,596185
2023,Rugby World Cup,2023-10-05,New Zealand,Uruguay,73,0,Groupama Stadium,596186
2023,Rugby World Cup,2023-10-06,France,Italy,60,7,Groupama Stadium,596187
2023,Rugby World Cup,2023-10-07,Wales,Georgia,43,19,Stade de la Beaujoire,596188
2023,Rugby World Cup,2023-10-07,England,Samoa,18,17,Stade Pierre Mauroy,596189
2023,Rugby World Cup,2023-10-07,Ireland,Scotland,36,14,Stade de France,596190
2023,International Test Match,2023-10-07,Moldova,Serbia,31,11,Dinamo Stadium,601010
2023,International Test Match,2023-10-07,Finland,Denmark,14,10,Myllypuro Sports Park,601011
2023,Rugby World Cup,2023-10-08,Japan,Argentina,27,39,Stade de la Beaujoire,596191
2023,Rugby World Cup,2023-10-08,Tonga,Romania,45,24,Stade Pierre Mauroy,596192
2023,Rugby World Cup,2023-10-08,Fiji,Portugal,23,24,Stadium de Toulouse,596193
2023,Rugby World Cup,2023-10-14,Wales,Argentina,17,29,Orange Velodrome,596194
2023,Rugby World Cup,2023-10-14,Ireland,New Zealand,24,28,Stade de France,596195
2023,International Test Match,2023-10-14,Bosnia-Herzegovina,Luxembourg,10,59,Kamberovica Polje,601012
2023,International Test Match,2023-10-14,Hungary,Slovenia,17,29,Budapest Rugby Center,601013
2023,Rugby World Cup,2023-10-15,England,Fiji,30,24,Orange Velodrome,596196
2023,Rugby World Cup,2023-10-15,France,South Africa,28,29,Stade de France,596197
2023,Rugby World Cup,2023-10-20,Argentina,New Zealand,6,44,Stade de France,596198
2023,Rugby World Cup,2023-10-21,England,South Africa,15,16,Stade de France,596199
2023,International Test Match,2023-10-21,Finland,Latvia,17,46,Myllypuro Sports Park,601014
2023,International Test Match,2023-10-21,Slovenia,Bosnia-Herzegovina,22,17,Rugby Stadion OVAL,601015
2023,Rugby World Cup,2023-10-27,Argentina,England,23,26,Stade de France,596200
2023,Rugby World Cup,2023-10-28,New Zealand,South Africa,11,12,Stade de France,596201
2023,International Test Match,2023-10-28,Bulgaria,Turkey,40,24,National Stadium Vasil Levski,601016
2023,International Test Match,2023-10-28,Sweden,Czechia,48,37,Stockholms Stadion,601017
2023,International Test Match,2023-10-28,Uganda,Zambia,30,8,Kings Park Arena,601018
2023,International Test Match,2023-11-01,Kenya,Zambia,42,12,Kyadondo Rugby Club,601019
2023,International Test Match,2023-11-04,Czechia,Croatia,48,22,Marketa Stadium,601020
2023,International Test Match,2023-11-04,Ukraine,Lithuania,14,32,Gradski sportski centar Makarska,601021
2023,International Test Match,2023-11-04,Malta,Cyprus,22,17,Hibernians Stadium,601022
2023,International Test Match,2023-11-04,Switzerland,Sweden,23,12,Stade Municipal,601023
2023,International Test Match,2023-11-04,Andorra,Latvia,28,0,National Stadium,601024
2023,International Test Match,2023-11-04,Luxembourg,Austria,27,14,Stade de Luxembourg,601025
2023,International Test Match,2023-11-05,Uganda,Kenya,21,20,Kings Park Arena,601026
2023,International Test Match,2023-11-11,Latvia,Norway,53,8,Zemgales Olimpiskā Centra Stadionā,601027
2023,International Test Match,2023-11-11,Lithuania,Switzerland,17,31,Klaipedos Centrinis Stadionas,601028
2023,International Test Match,2023-11-11,Kenya,Uganda,20,13,Jomo Kenyatta International Stadium,601029
2023,International Test Match,2023-11-11,Ukraine,Croatia,5,41,Gradski sportski centar Makarska,601030
2023,International Test Match,2023-11-11,United States of America,Brazil,48,3,Estadio El Pantano,601031
2023,International Test Match,2023-11-11,Spain,Canada,42,20,Estadio El Pantano,601032
2023,International Test Match,2023-11-14,Hong Kong,Germany,29,16,Hong Kong Stadium,601033
2023,International Test Match,2023-11-18,Hong Kong,Germany,46,10,Aberdeen Sports Ground,601034
2023,International Test Match,2023-11-18,Croatia,Sweden,20,22,Gradski sportski centar Makarska,601035
2023,International Test Match,2023-11-18,Brazil,Canada,15,40,Estadio El Pantano,601036
2023,International Test Match,2023-11-18,Spain,United States of America,12,42,Estadio El Pantano,601037
2023,International Test Match,2023-11-22,Tunisia,Uganda,14,20,El Menzah Stadium,601038
2023,International Test Match,2023-11-25,Czechia,Lithuania,34,24,Marketa Stadium,601039
2023,International Test Match,2023-11-27,Tunisia,Uganda,53,13,El Menzah Stadium,601040
2023-24,Six Nations,2024-02-02,France,Ireland,17,38,Orange Velodrome,597377
2023-24,Six Nations,2024-02-03,Italy,England,24,27,Stadio Olimpico,597378
2023-24,Six Nations,2024-02-03,Wales,Scotland,26,27,Principality Stadium,597379
2024,International Test Match,2024-02-03,Algeria,Senegal,26,12,Stade Claude Luboz,601041
2023-24,Six Nations,2024-02-10,Scotland,France,16,20,Scottish Gas Murrayfield,597380
2023-24,Six Nations,2024-02-10,England,Wales,16,14,Allianz Stadium,597381
2023-24,Six Nations,2024-02-11,Ireland,Italy,36,0,Aviva Stadium,597382
2023-24,Six Nations,2024-02-24,Ireland,Wales,31,7,Aviva Stadium,597383
2023-24,Six Nations,2024-02-24,Scotland,England,30,21,Scottish Gas Murrayfield,597384
2023-24,Six Nations,2024-02-25,France,Italy,13,13,Stade Pierre Mauroy,597385
2023-24,Six Nations,2024-03-09,Italy,Scotland,31,29,Stadio Olimpico,597386
2023-24,Six Nations,2024-03-09,England,Ireland,23,22,Allianz Stadium,597387
2024,International Test Match,2024-03-09,Czechia,Switzerland,25,41,Marketa Stadium,601042
2023-24,Six Nations,2024-03-10,Wales,France,24,45,Principality Stadium,597388
2023-24,Six Nations,2024-03-16,Wales,Italy,21,24,Principality Stadium,597389
2023-24,Six Nations,2024-03-16,Ireland,Scotland,17,13,Aviva Stadium,597390
2023-24,Six Nations,2024-03-16,France,England,33,31,Groupama Stadium,597391
2024,International Test Match,2024-03-16,Croatia,Lithuania,37,22,Stadion Stjepan Spajic,601043
2024,International Test Match,2024-03-23,Ukraine,Czechia,18,48,Rugby Club Havirov,601044
2024,International Test Match,2024-03-23,Lithuania,Sweden,8,27,Rugby Academy-Siauliai,601045
2024,International Test Match,2024-03-23,Switzerland,Croatia,35,10,Stade Municipal,601046
2024,International Test Match,2024-04-06,Sweden,Ukraine,36,24,Östervångsstadion,601047
2024,International Test Match,2024-04-06,Austria,Bosnia-Herzegovina,57,17,Sportanlage Stadlau,601048
2024,International Test Match,2024-04-06,Hungary,Luxembourg,15,18,Budapest Rugby Center,601049
2024,International Test Match,2024-04-13,Andorra,Finland,0,28,,601050
2024,International Test Match,2024-04-13,Denmark,Norway,41,5,RK Speed,601051
2024,International Test Match,2024-04-13,Slovenia,Austria,14,31,Rugby Stadion OVAL,601052
2024,International Test Match,2024-04-13,Serbia,Turkey,22,31,Ragbi Klub Borac,601053
2024,International Test Match,2024-04-13,Switzerland,Ukraine,68,0,Sportanlage Utogrund,601054
2024,International Test Match,2024-04-20,Latvia,Denmark,29,25,Zemgales Olimpiskā Centra Stadionā,601055
2024,International Test Match,2024-04-20,Bosnia-Herzegovina,Hungary,13,48,Kamberovica Polje,601056
2024,International Test Match,2024-04-20,Bulgaria,Serbia,30,7,National Stadium Vasil Levski,601057
2024,International Test Match,2024-04-20,Luxembourg,Slovenia,84,7,Stade de Luxembourg,601058
2024,International Test Match,2024-04-27,Trinidad and Tobago,Guyana,23,24,Queen's Park Savannah,601059
2024,International Test Match,2024-05-04,Qatar,India,34,25,Race Course Ground,601062
2024,International Test Match,2024-05-04,Cyprus,Malta,14,24,Tsirio Stadium,601063
2024,International Test Match,2024-05-04,Norway,Andorra,8,32,Lystlunden Stadion,601064
2024,International Test Match,2024-05-04,Moldova,Bulgaria,48,6,Dinamo Stadium,601065
2024,International Test Match,2024-05-04,Cambridge,Sri Lanka,7,45,Race Course Ground,601066
2024,International Test Match,2024-05-04,Bermuda,Cayman Islands,12,44,National Sports Centre,601067
2024,International Test Match,2024-05-11,Malaysia,Singapore,46,7,Johor Rugby Stadium,601068
2024,International Test Match,2024-05-11,Norway,Finland,7,57,Lystlunden Stadion,601069
2024,International Test Match,2024-05-18,Barbados,St. Vincent and the Grenadines,80,0,Garrison Savannah,601070
2024,International Test Match,2024-05-18,Jamaica,Bermuda,19,14,Ewarton Sports Complex,601071
2024,International Test Match,2024-05-25,Luxembourg,Moldova,19,0,Josy Barthel Stadium,601072
2024,International Test Match,2024-06-01,Hong Kong,United Arab Emirates,52,5,Hong Kong Football Club Stadium,601074
2024,International Test Match,2024-06-01,Bermuda,Bahamas,35,5,National Sports Centre,601075
2024,International Test Match,2024-06-02,Korea Republic,Malaysia,55,5,Incheon Namdong Asiad Rugby Field,601076
2024,International Test Match,2024-06-08,Malaysia,Hong Kong,6,70,Pusat Sukan UPM,601077
2024,International Test Match,2024-06-08,Saint Lucia,Barbados,7,93,Philip Marcellin Grounds,601078
2024,International Test Match,2024-06-09,United Arab Emirates,Korea Republic,36,32,The Sevens,601079
2024,International Test Match,2024-06-21,United Arab Emirates,Malaysia,62,19,The Sevens,601080
2024,International Test Match,2024-06-22,Japan,England,17,52,MUFG Stadium,601085
2024,International Test Match,2024-06-22,Hong Kong,Korea Republic,67,7,Hong Kong Football Club Stadium,601081
2024,International Test Match,2024-06-22,South Africa,Wales,41,13,Allianz Stadium,601086
2024,International Test Match,2024-06-22,Guyana,Trinidad and Tobago,3,26,Guyana Defence Force Ground Camp,601082
2024,International Test Match,2024-06-29,Singapore,Thailand,30,8,Jurong West Stadium,601087
2024,International Test Match,2024-06-29,Bahamas,Jamaica,14,48,Freeport RFC,601083
2024,International Test Match,2024-07-02,Chinese Taipei,Thailand,12,18,Jurong West Stadium,601088
2024,International Test Match,2024-07-05,Samoa,Italy,33,25,Apia Park,601089
2024,International Test Match,2024-07-05,Singapore,Chinese Taipei,16,19,Jurong West Stadium,601090
2024,International Test Match,2024-07-05,Georgia,Fiji,12,21,Adjarabet Arena,601091
2024,International Test Match,2024-07-06,United States of America,Romania,20,22,SeatGeek Stadium,601092
2024,International Test Match,2024-07-06,New Zealand,England,16,15,Forsyth Barr Stadium,601093
2024,International Test Match,2024-07-06,Australia,Wales,25,16,Allianz Stadium,601094
2024,International Test Match,2024-07-06,South Africa,Ireland,27,20,Loftus Versfeld,601095
2024,International Test Match,2024-07-06,Argentina,France,13,28,Estadio Malvinas Argentinas,601096
2024,International Test Match,2024-07-06,Chile,Hong Kong,22,17,Estadio Fiscal de Talca,601097
2024,International Test Match,2024-07-06,Canada,Scotland,12,73,TD Place,601098
2024,International Test Match,2024-07-10,Uruguay,France,28,43,Estadio Charrua,601099
2024,International Test Match,2024-07-12,Tonga,Italy,14,36,Teufaiva Stadium,601100
2024,International Test Match,2024-07-12,United States of America,Scotland,7,42,Audi Field,601101
2024,International Test Match,2024-07-12,Canada,Romania,35,22,TD Place,601102
2024,International Test Match,2024-07-13,Samoa,Spain,34,30,Apia Park,601103
2024,International Test Match,2024-07-13,New Zealand,England,24,17,Eden Park,601104
2024,International Test Match,2024-07-13,Australia,Wales,36,28,AAMI Park,601105
2024,International Test Match,2024-07-13,Japan,Georgia,23,25,Yurtec Stadium,601106
2024,International Test Match,2024-07-13,Namibia,Portugal,22,37,Hage Geingob Stadium,601107
2024,International Test Match,2024-07-13,South Africa,Ireland,24,25,Hollywoodbets Kings Park,601108
2024,International Test Match,2024-07-13,Argentina,France,33,25,Estadio José Amalfitani,601109
2024,International Test Match,2024-07-13,Chile,Belgium,33,5,Estadio Sausalito,601110
2024,International Test Match,2024-07-14,Paraguay,Hong Kong,12,80,Estadio Héroes de Curupayty,601111
2024,International Test Match,2024-07-19,Tonga,Spain,20,29,Teufaiva Stadium,601112
2024,International Test Match,2024-07-20,New Zealand,Fiji,47,5,Snapdragon Stadium ,601113
2024,International Test Match,2024-07-20,Australia,Georgia,40,29,Allianz Stadium,601114
2024,International Test Match,2024-07-20,Namibia,Burkina Faso,38,5,Mandela National Stadium,601115
2024,International Test Match,2024-07-20,Kenya,Senegal,36,17,Mandela National Stadium,601116
2024,International Test Match,2024-07-20,Algeria,Cote d'Ivoire,32,12,Mandela National Stadium,601117
2024,International Test Match,2024-07-20,Zimbabwe,Uganda,22,20,Mandela National Stadium,601118
2024,International Test Match,2024-07-20,South Africa,Portugal,64,21,Toyota Stadium,601119
2024,International Test Match,2024-07-20,Brazil,Hong Kong,25,26,Estádio Nicolau Alayon,601120
2024,International Test Match,2024-07-20,Chile,Scotland,11,52,Estadio Nacional Julio Martínez Prádanos,601121
2024,International Test Match,2024-07-20,Uruguay,Argentina,5,79,Estadio Domingo Burgueno,601122
2024,International Test Match,2024-07-20,Paraguay,Belgium,20,45,Estadio Héroes de Curupayty,601123
2024,International Test Match,2024-07-21,Japan,Italy,14,42,Daiwa House Premist Dome,601124
2024,International Test Match,2024-07-24,Senegal,Cote d'Ivoire,25,8,Mutesa II Stadium,601125
2024,International Test Match,2024-07-24,Uganda,Burkina Faso,25,15,Mutesa II Stadium,601126
2024,International Test Match,2024-07-24,Kenya,Algeria,12,20,Mutesa II Stadium,601127
2024,International Test Match,2024-07-24,Zimbabwe,Namibia,32,10,Mutesa II Stadium,601128
2024,International Test Match,2024-07-27,Brazil,Belgium,47,25,Estádio Nicolau Alayon,601129
2024,International Test Match,2024-07-27,Uruguay,Scotland,19,31,Estadio Charrua,601130
2024,International Test Match,2024-07-28,Cote d'Ivoire,Burkina Faso,23,10,Mandela National Stadium,601131
2024,International Test Match,2024-07-28,Uganda,Senegal,34,31,Mandela National Stadium,601132
2024,International Test Match,2024-07-28,Kenya,Namibia,27,38,Mandela National Stadium,601133
2024,International Test Match,2024-07-28,Algeria,Zimbabwe,3,29,Mandela National Stadium,601134
2024,International Test Match,2024-07-28,Costa Rica,Peru,27,26,Estadio Nacional de Costa Rica,601135
2024,Rugby Championship / Tri Nations,2024-08-10,Australia,South Africa,7,33,Suncorp Stadium,600015
2024,Rugby Championship / Tri Nations,2024-08-10,New Zealand,Argentina,30,38,Sky Stadium,600016
2024,Rugby Championship / Tri Nations,2024-08-17,New Zealand,Argentina,42,10,Eden Park,600017
2024,Rugby Championship / Tri Nations,2024-08-17,Australia,South Africa,12,30,Optus Stadium,600018
2024,International Test Match,2024-08-18,Brazil,Paraguay,77,17,Estádio Nicolau Alayon,601136
2024,Rugby Championship / Tri Nations,2024-09-07,South Africa,New Zealand,18,12,DHL Stadium,600021
2024,Rugby Championship / Tri Nations,2024-09-07,Argentina,Australia,67,27,Estadio Brigadier General Estanislao López,600022
2024,Rugby Championship / Tri Nations,2024-09-21,Australia,New Zealand,28,31,Accor Stadium,600023
2024,Rugby Championship / Tri Nations,2024-09-21,Argentina,South Africa,29,28,Estadio Único Madre de Ciudades,600024
2024,International Test Match,2024-09-21,Hungary,Austria,12,39,Széktói Stadion,601137
2024,International Test Match,2024-09-25,Peru,Venezuela,15,27,Estadio Cincuentenario,601138
2024,International Test Match,2024-09-25,Colombia,Costa Rica,136,0,Estadio Cincuentenario,601139
2024,Rugby Championship / Tri Nations,2024-09-28,New Zealand,Australia,33,13,Sky Stadium,600025
2024,Rugby Championship / Tri Nations,2024-09-28,South Africa,Argentina,48,7,Mbombela Stadium,600026
2024,International Test Match,2024-09-28,Moldova,Turkey,43,13,Dinamo Stadium,601140
2024,International Test Match,2024-09-28,Chile,Paraguay,64,0,Estadio Municipal de La Pintana,601141
2024,International Test Match,2024-09-29,Kosovo,Montenegro,10,55,Demush Mavraj Stadium,601142
2024,International Test Match,2024-09-29,Peru,Costa Rica,44,0,Estadio Cincuentenario,601143
2024,International Test Match,2024-09-29,Venezuela,Colombia,5,50,Estadio Cincuentenario,601144
2024,International Test Match,2024-10-05,Bosnia-Herzegovina,Montenegro,30,20,Kamberovica Polje,601145
2024,International Test Match,2024-10-05,Turkey,Bulgaria,49,10,Kızılcahamam District Stadium,601146
2024,International Test Match,2024-10-05,Serbia,Moldova,3,31,Železnik Stadium,601147
2024,International Test Match,2024-10-05,Malta,Cyprus,43,21,Hibernians Stadium,601148
2024,International Test Match,2024-10-05,Denmark,Finland,42,0,Erritsø GIF Rugby,601149
2024,International Test Match,2024-10-06,Chile,Brazil,36,10,Estadio Municipal de La Pintana,601150
2024,International Test Match,2024-10-12,Estonia,Denmark,0,105,Estonian National Cricket and Rugby Field,601151
2024,International Test Match,2024-10-12,Slovenia,Kosovo,74,10,Rugby Stadion OVAL,601152
2024,International Test Match,2024-10-16,Paraguay,Colombia,49,18,Estadio Héroes de Curupayty,601153
2024,International Test Match,2024-10-19,Finland,Norway,81,10,Hakunila Sports Park,601154
2024,International Test Match,2024-10-26,Japan,New Zealand,19,64,International Stadium Yokohama,601155
2024,International Test Match,2024-10-26,Lithuania,Luxembourg,47,20,Rugby Academy-Siauliai,601156
2024,International Test Match,2024-10-26,Sweden,Czechia,22,16,Trelleborg Rugby Stadium,601157
2024,International Test Match,2024-10-26,Norway,Latvia,19,36,Leikvang Stadion,601158
2024,International Test Match,2024-10-26,Slovakia,Hungary,16,51,Štadión PFK Piešťany,601159
2024,International Test Match,2024-11-02,Lithuania,Sweden,19,46,Aukštaitija Stadium,601160
2024,International Test Match,2024-11-02,Latvia,Estonia,62,0,Baldones Stadions,601161
2024,International Test Match,2024-11-02,England,New Zealand,22,24,Allianz Stadium,601162
2024,International Test Match,2024-11-02,Scotland,Fiji,57,17,Scottish Gas Murrayfield,601163
2024,International Test Match,2024-11-02,Belgium,Switzerland,48,7,Stade Charles Tondreau,601164
2024,International Test Match,2024-11-05,United Arab Emirates,Zimbabwe,22,62,The Sevens,601165
2024,International Test Match,2024-11-08,Ireland,New Zealand,13,23,Aviva Stadium,601166
2024,International Test Match,2024-11-09,Hong Kong,Brazil,10,23,Hong Kong Football Club Stadium,601168
2024,International Test Match,2024-11-09,Canada,Chile,14,44,Stadionul National Arcul de Triumf,601169
2024,International Test Match,2024-11-09,Spain,Uruguay,33,24,Estadio Nacional Complutense,601170
2024,International Test Match,2024-11-09,Kenya,Uganda,27,25,RFUEA Ground,601167
2024,International Test Match,2024-11-09,Czechia,Croatia,49,26,Marketa Stadium,601171
2024,International Test Match,2024-11-09,Ukraine,Slovakia,135,13,Štadión PFK Piešťany,601172
2024,International Test Match,2024-11-09,England,Australia,37,42,Allianz Stadium,601174
2024,International Test Match,2024-11-09,Romania,Tonga,25,15,Stadionul National Arcul de Triumf,601175
2024,International Test Match,2024-11-09,Portugal,United States of America,17,21,Estádio Municipal Cidade de Coimbra,601176
2024,International Test Match,2024-11-09,Italy,Argentina,18,50,Bluenergy Stadium,601177
2024,International Test Match,2024-11-09,France,Japan,52,12,Stade de France,601178
2024,International Test Match,2024-11-10,Wales,Fiji,19,24,Principality Stadium,601179
2024,International Test Match,2024-11-10,Scotland,South Africa,15,32,Scottish Gas Murrayfield,601180
2024,International Test Match,2024-11-15,Ireland,Argentina,22,19,Aviva Stadium,601181
2024,International Test Match,2024-11-16,Korea Republic,Zimbabwe,22,27,Incheon Namdong Asiad Rugby Field,601183
2024,International Test Match,2024-11-16,Hong Kong,Brazil,38,17,Kai Tak Youth Sports Ground,601184
2024,International Test Match,2024-11-16,United Arab Emirates,Germany,20,26,The Sevens,601185
2024,International Test Match,2024-11-16,Uganda,Kenya,5,21,Kings Park Arena,601182
2024,International Test Match,2024-11-16,Croatia,Sweden,31,42,Stadion Stjepan Spajic,601186
2024,International Test Match,2024-11-16,Netherlands,Chile,20,17,National Rugby Centre Amsterdam,601187
2024,International Test Match,2024-11-16,Japan,Uruguay,36,20,Chambéry Savoie Stadium,601188
2024,International Test Match,2024-11-16,Spain,Fiji,19,33,Estadio Jose Zorrilla,601189
2024,International Test Match,2024-11-16,Poland,Lithuania,40,13,National Rugby Stadium Gdynia,601190
2024,International Test Match,2024-11-16,Scotland,Portugal,59,21,Scottish Gas Murrayfield,601191
2024,International Test Match,2024-11-16,Romania,Canada,35,27,Stadionul National Arcul de Triumf,601192
2024,International Test Match,2024-11-16,United States of America,Tonga,36,17,Chambéry Savoie Stadium,601193
2024,International Test Match,2024-11-16,England,South Africa,20,29,Allianz Stadium,601194
2024,International Test Match,2024-11-16,France,New Zealand,30,29,Stade de France,601195
2024,International Test Match,2024-11-17,Italy,Georgia,20,17,Stadio Luigi Ferraris,601196
2024,International Test Match,2024-11-17,Wales,Australia,20,52,Principality Stadium,601197
2024,International Test Match,2024-11-22,France,Argentina,37,23,Stade de France,601198
2024,International Test Match,2024-11-23,Spain,United States of America,23,26,Estadio Nacional Complutense,601199
2024,International Test Match,2024-11-23,Croatia,Lithuania,32,23,Stadion Stjepan Spajic,601200
2024,International Test Match,2024-11-23,Ireland,Fiji,52,17,Aviva Stadium,601201
2024,International Test Match,2024-11-23,Romania,Uruguay,21,23,Stadionul National Arcul de Triumf,601202
2024,International Test Match,2024-11-23,Wales,South Africa,12,45,Principality Stadium,601203
2024,International Test Match,2024-11-23,Czechia,Poland,15,22,Marketa Stadium,601204
2024,International Test Match,2024-11-23,Italy,New Zealand,11,29,Allianz Stadium,601205
2024,International Test Match,2024-11-24,Scotland,Australia,27,13,Scottish Gas Murrayfield,601206
2024,International Test Match,2024-11-24,Georgia,Tonga,22,7,Mikheil Meskhi Stadium,601207
2024,International Test Match,2024-11-24,England,Japan,59,14,Allianz Stadium,601208
2024,International Test Match,2024-12-07,Mexico,Cayman Islands,45,14,Deportivo Harp Helu,601212
2024-25,Six Nations,2025-01-31,France,Wales,43,0,Stade de France,600250
2024-25,Six Nations,2025-02-01,Scotland,Italy,31,19,Scottish Gas Murrayfield,600251
2024-25,Six Nations,2025-02-01,Ireland,England,27,22,Aviva Stadium,600252
2025,International Test Match,2025-02-01,Israel,Andorra,28,31,National Stadium,601213
2024-25,Six Nations,2025-02-08,Italy,Wales,22,15,Stadio Olimpico,600253
2024-25,Six Nations,2025-02-08,England,France,26,25,Allianz Stadium,600254
2024-25,Six Nations,2025-02-09,Scotland,Ireland,18,32,Scottish Gas Murrayfield,600255
2024-25,Six Nations,2025-02-22,Wales,Ireland,18,27,Principality Stadium,600256
2024-25,Six Nations,2025-02-22,England,Scotland,16,15,Allianz Stadium,600257
2025,International Test Match,2025-02-22,Poland,Croatia,58,27,National Rugby Stadium Gdynia,601214
2024-25,Six Nations,2025-02-23,Italy,France,24,73,Stadio Olimpico,600258
2024-25,Six Nations,2025-03-08,Ireland,France,27,42,Aviva Stadium,600259
2024-25,Six Nations,2025-03-08,Scotland,Wales,35,29,Scottish Gas Murrayfield,600260
2025,International Test Match,2025-03-08,Czechia,Luxembourg,40,16,Marketa Stadium,601215
2024-25,Six Nations,2025-03-09,England,Italy,47,24,Allianz Stadium,600261
2024-25,Six Nations,2025-03-15,Italy,Ireland,17,22,Stadio Olimpico,600262
2024-25,Six Nations,2025-03-15,Wales,England,14,68,Principality Stadium,600263
2024-25,Six Nations,2025-03-15,France,Scotland,35,16,Stade de France,600264
2025,International Test Match,2025-03-29,Lithuania,Czechia,3,44,Rugby Academy-Siauliai,601216
2025,International Test Match,2025-03-29,Luxembourg,Sweden,18,57,Stade de Luxembourg,601217
2025,International Test Match,2025-04-05,Cyprus,Andorra,19,28,Tsirio Stadium,601220
2025,International Test Match,2025-04-05,Bosnia-Herzegovina,Kosovo,77,10,Kamberovica Polje,601218
2025,International Test Match,2025-04-05,Malta,Israel,15,16,Hibernians Stadium,601219
2025,International Test Match,2025-04-05,Luxembourg,Poland,10,33,Stade de Luxembourg,601221
2025,International Test Match,2025-04-12,Turkey,Serbia,12,28,Atatürk Olympic Stadium,601224
2025,International Test Match,2025-04-12,Sweden,Poland,25,29,Trelleborg Rugby Stadium,601222
2025,International Test Match,2025-04-12,Hungary,Ukraine,10,86,Budapest Rugby Center,601223
2025,International Test Match,2025-04-18,Bulgaria,Moldova,18,17,National Stadium Vasil Levski,601227
2025,International Test Match,2025-04-19,Montenegro,Slovenia,22,39,Pomocni Stadion Sutjeske,601225
2025,International Test Match,2025-04-19,Malaysia,Sri Lanka,19,59,Race Course Ground,602209
2025,International Test Match,2025-04-19,Denmark,Latvia,13,10,Erritsø GIF Rugby,601226
2025,International Test Match,2025-04-26,Slovenia,Bosnia-Herzegovina,34,21,Rugby Stadion OVAL,601228
2025,International Test Match,2025-04-26,Latvia,Finland,19,20,Baldones Stadions,601232
2025,International Test Match,2025-04-26,Guyana,Cayman Islands,17,48,National Park Rugby Pitch,602432
2025,International Test Match,2025-05-03,Estonia,Norway,10,58,Estonian National Cricket and Rugby Field,601231
2025,International Test Match,2025-05-03,Austria,Slovakia,117,3,Sepp-Doll-Stadion,601233
2025,International Test Match,2025-05-03,Mexico,Jamaica,37,24,Estadio de prácticas Roberto Tapatío Méndez,602489
2025,International Test Match,2025-05-10,Estonia,Finland,5,120,Estonian National Cricket and Rugby Field,601234
2025,International Test Match,2025-05-10,Serbia,Bulgaria,44,28,Stadion Vizelj Park,601235
2025,International Test Match,2025-05-10,Norway,Denmark,6,32,Voldsløkka Rugbybane,601236
2025,International Test Match,2025-05-17,Barbados,Guyana,45,5,Garrison Savannah,602434
